OBJECTID,Line,Sample,X,Y,Mark,Status,GPSStat,Time_ms_,Time_hhmmss_sss_,PowerLn,ResLayer_1,ResLayer_2,ResLayer_3,ResLayer_4,ResLayer_5,ThiLayer_1,ThiLayer_2,ThiLayer_3,ThiLayer_4,FitError___
4443,1,27604,617595.93,4613613.44,96,0,1,73880250.2,203120.2502,2,1669.055,1140.423,1.513,69.164,1900.381,0.274,2.081,0.673,0.278,16.95
4444,1,27605,617595.93,4613613.4,96,0,1,73880350.2,203120.3502,2.2,1669.045,1140.405,1.515,69.165,1900.404,0.274,1.747,0.557,0.278,23.3
4445,1,27606,617595.92,4613613.35,96,0,1,73880450.2,203120.4502,1.6,1669.053,1140.419,1.513,69.164,1900.382,0.274,2.04,0.646,0.278,15.27
4446,1,27607,617595.92,4613613.3,96,0,1,73880550.2,203120.5502,2.6,1672.963,1149.25,1.436,69.18,1910.61,0.274,2.425,0.788,0.266,12.27
4447,1,27608,617595.92,4613613.26,96,0,1,73880650.2,203120.6502,1.8,1704.994,1227.134,1.03,69.256,1966.929,0.276,2.792,0.666,0.216,16
4448,1,27609,617595.91,4613613.21,96,0,1,73880750.2,203120.7502,1.9,1638.782,1066.359,3.415,69.114,1877.923,0.272,2.275,2.835,0.318,15.09
4449,1,27610,617595.91,4613613.16,96,0,1,73880850.2,203120.8502,1.9,1633.187,1054.261,5.498,69.102,1873.288,0.271,1.744,6,0.327,12.8
4450,1,27611,617595.9,4613613.11,96,0,1,73880950.2,203120.9502,1.9,1788.431,1220.049,5.284,67.701,1605.495,0.283,1.912,5.481,6,17.02
4451,1,27612,617595.9,4613613.07,96,0,1,73881050.2,203121.0502,2,1830.083,1314.818,1.515,68.881,1654.235,0.285,2.776,1.057,0.422,15.44
4452,1,27613,617595.89,4613613.02,96,0,1,73881150.2,203121.1502,1.9,1843.31,1344.045,1.306,68.978,1686.182,0.286,2.438,0.702,0.324,11.92
4453,1,27614,617595.89,4613612.97,96,0,1,73881250.2,203121.2502,2.4,1843.3,1344.031,1.31,68.98,1686.208,0.286,2.214,0.532,0.324,16.5
4454,1,27615,617595.89,4613612.92,96,0,1,73881350.2,203121.3502,1.9,1843.297,1344.031,1.312,68.981,1686.224,0.286,2.205,0.459,0.323,21.49
4455,1,27616,617595.88,4613612.88,96,0,1,73881450.2,203121.4502,2.3,1843.301,1344.035,1.31,68.98,1686.207,0.286,2.273,0.525,0.324,16.67
4456,1,27617,617595.88,4613612.83,96,0,1,73881550.2,203121.5502,2.2,1855.189,1371.641,1.181,69.028,1713.067,0.287,2.753,0.679,0.283,15.76
4457,1,27618,617595.87,4613612.78,96,0,1,73881650.2,203121.6502,2.1,1861.639,1386.715,1.124,69.051,1728.483,0.287,2.724,0.613,0.266,17.43
4458,1,27619,617595.87,4613612.74,96,0,1,73881750.2,203121.7502,1.9,1861.639,1386.713,1.124,69.051,1728.482,0.287,2.67,0.626,0.266,14.02
4459,1,27620,617595.87,4613612.69,96,0,1,73881850.2,203121.8502,2,1861.638,1386.71,1.124,69.051,1728.482,0.287,2.605,0.631,0.266,12.36
4460,1,27621,617595.86,4613612.64,96,0,1,73881950.2,203121.9502,1.9,1861.639,1386.71,1.123,69.051,1728.48,0.287,2.596,0.651,0.266,10.67
4461,1,27622,617595.86,4613612.59,96,0,1,73882050.2,203122.0502,1.9,1861.637,1386.709,1.124,69.051,1728.485,0.287,2.604,0.607,0.266,11.24
4462,1,27623,617595.85,4613612.55,96,0,1,73882150.2,203122.1502,2.1,1861.634,1386.705,1.125,69.052,1728.492,0.287,2.551,0.558,0.266,13.2
4463,1,27624,617595.85,4613612.5,96,0,1,73882250.2,203122.2502,2.2,1861.632,1386.701,1.125,69.052,1728.495,0.287,2.483,0.54,0.266,15.88
4464,1,27625,617595.85,4613612.45,96,0,1,73882350.2,203122.3502,2.2,1861.623,1386.686,1.127,69.053,1728.516,0.287,2.212,0.451,0.265,15.87
4465,1,27626,617595.84,4613612.4,96,0,1,73882450.2,203122.4502,2.3,1861.635,1386.715,1.127,69.053,1728.503,0.287,2.776,0.456,0.265,31.24
4466,1,27627,617595.84,4613612.36,96,0,1,73882550.2,203122.5502,2.7,1847.498,1353.979,1.185,69.001,1684.74,0.286,2.371,0.526,0.306,14.64
4467,1,27628,617595.83,4613612.31,96,0,1,73882650.2,203122.6502,6.2,1847.496,1353.976,1.186,69.001,1684.747,0.286,2.326,0.49,0.305,13.29
4468,1,27629,617595.83,4613612.26,96,0,1,73882750.2,203122.7502,3.7,1847.499,1353.992,1.188,69.002,1684.761,0.286,2.633,0.419,0.305,41.89
4469,1,27630,617595.83,4613612.22,96,0,1,73882850.2,203122.8502,4.5,1847.485,1353.954,1.187,69.002,1684.765,0.286,2.046,0.433,0.305,19.32
4470,1,27631,617595.82,4613612.17,96,0,1,73882950.2,203122.9502,3.5,1847.471,1353.935,1.19,69.005,1684.816,0.286,1.665,0.332,0.304,27.85
4471,1,27632,617595.82,4613612.12,96,0,1,73883050.2,203123.0502,7,1891.439,1458.694,0.789,69.102,1756.416,0.288,2.887,0.595,0.23,21.11
4472,1,27633,617595.81,4613612.07,96,0,1,73883150.2,203123.1502,4.8,1891.386,1458.606,0.798,69.107,1756.522,0.288,1.834,0.2,0.228,16.86
4473,1,27634,617595.81,4613612.03,96,0,1,73883250.2,203123.2502,3.2,1795.096,1235.391,1.587,72.444,1921.778,0.271,4.808,0.2,0.2,35.77
4474,1,27635,617595.81,4613611.98,96,0,1,73883350.2,203123.3502,2.1,1820.103,1148.493,4.337,75.945,1660.673,0.28,2.178,2.596,0.334,16.17
4475,1,27636,617595.8,4613611.93,96,0,1,73883450.2,203123.4502,2.1,1868.598,1250.6,1.243,76.115,1759.258,0.284,2.414,0.753,0.219,11.04
4476,1,27637,617595.8,4613611.88,96,0,1,73883550.2,203123.5502,2,1871.525,1256.969,1.201,76.123,1766.303,0.284,2.292,0.627,0.215,10.77
4477,1,27638,617595.79,4613611.84,96,0,1,73883650.2,203123.6502,2.1,1871.527,1256.974,1.201,76.123,1766.304,0.284,2.41,0.61,0.215,12.75
4478,1,27639,617595.79,4613611.79,96,0,1,73883750.2,203123.7502,2.3,1871.522,1256.966,1.202,76.124,1766.316,0.284,2.257,0.55,0.215,13.3
4479,1,27640,617595.79,4613611.74,96,0,1,73883850.2,203123.8502,2.9,1871.515,1256.955,1.204,76.124,1766.331,0.284,2.043,0.486,0.215,17.23
4480,1,27641,617595.78,4613611.69,96,0,1,73883950.2,203123.9502,2.8,1871.515,1256.951,1.203,76.124,1766.326,0.284,1.983,0.516,0.215,18.3
4481,1,27642,617595.78,4613611.65,96,0,1,73884050.2,203124.0502,2.6,1871.512,1256.946,1.203,76.124,1766.331,0.284,1.881,0.5,0.215,20.36
4482,1,27643,617595.77,4613611.6,96,0,1,73884150.2,203124.1502,2.1,1871.516,1256.952,1.202,76.124,1766.321,0.284,2.011,0.539,0.215,22.96
4483,1,27644,617595.77,4613611.55,96,0,1,73884250.2,203124.2502,2.1,1871.516,1256.952,1.202,76.124,1766.318,0.284,2.009,0.556,0.215,22.13
4484,1,27645,617595.77,4613611.51,96,0,1,73884350.2,203124.3502,2,1871.52,1256.956,1.201,76.123,1766.31,0.284,2.1,0.606,0.215,19.1
4485,1,27646,617595.76,4613611.46,96,0,1,73884450.2,203124.4502,2.5,1871.519,1256.955,1.201,76.123,1766.311,0.284,2.084,0.599,0.215,18.61
4486,1,27647,617595.76,4613611.41,96,0,1,73884550.2,203124.5502,2.6,1871.523,1256.962,1.2,76.123,1766.305,0.284,2.234,0.639,0.215,14.3
4487,1,27648,617595.75,4613611.36,96,0,1,73884650.2,203124.6502,2.9,1871.523,1256.964,1.201,76.123,1766.305,0.284,2.268,0.631,0.215,12.46
4488,1,27649,617595.75,4613611.32,96,0,1,73884750.2,203124.7502,3.1,1877.189,1270.96,1.142,76.132,1774.759,0.284,2.705,0.647,0.21,28.52
4489,1,27650,617595.75,4613611.27,96,0,1,73884850.2,203124.8502,4.3,2000,2000,0.38,76.679,2000,0.292,4.28,0.215,0.2,51.89
4490,1,27651,617595.74,4613611.22,96,0,1,73884950.2,203124.9502,2.4,1999.962,1999.894,0.381,76.68,2000,0.292,2.734,0.2,0.2,13.9
4491,1,27652,617595.74,4613611.17,96,0,1,73885050.2,203125.0502,2.1,2000,2000,0.372,76.703,2000,0.292,2.832,0.2,0.2,17.7
4492,1,27653,617595.73,4613611.13,96,0,1,73885150.2,203125.1502,2.5,2000,2000,0.372,76.703,1999.997,0.292,2.839,0.208,0.2,16.12
4493,1,27654,617595.73,4613611.08,96,0,1,73885250.2,203125.2502,3.6,2000,2000,0.371,76.702,1999.979,0.292,3.338,0.245,0.2,21.6
4494,1,27655,617595.73,4613611.03,96,0,1,73885350.2,203125.3502,2.5,2000,2000,0.371,76.702,1999.975,0.292,3.503,0.256,0.2,25.46
4495,1,27656,617595.72,4613610.99,96,0,1,73885450.2,203125.4502,2.3,2000,2000,0.371,76.702,1999.971,0.292,3.74,0.269,0.2,30.68
4496,1,27657,617595.72,4613610.94,96,0,1,73885550.2,203125.5502,2.6,2000,2000,0.335,77.002,2000,0.292,4.514,0.2,0.2,47.68
4497,1,27658,617595.71,4613610.89,96,0,1,73885650.2,203125.6502,4.6,2000,2000,0.313,77.055,2000,0.292,3.309,0.2,0.2,21.98
4498,1,27659,617595.71,4613610.84,96,0,1,73885750.2,203125.7502,4,1999.996,1999.99,0.313,77.056,2000,0.292,3.075,0.2,0.2,15.38
4499,1,27660,617595.71,4613610.8,96,0,1,73885850.2,203125.8502,3.1,1990.888,1976.428,0.317,77.045,1989.587,0.292,3.594,0.2,0.205,39.88
4500,1,27661,617595.7,4613610.75,96,0,1,73885950.2,203125.9502,3,1925.677,1815.085,0.348,76.95,1881.701,0.292,3.131,0.2,0.259,31.65
4501,1,27662,617595.7,4613610.7,96,0,1,73886050.2,203126.0502,1.7,1925.673,1815.073,0.348,76.95,1881.704,0.292,2.873,0.2,0.259,13.19
4502,1,27663,617595.69,4613610.65,96,0,1,73886150.2,203126.1502,2,1920.082,1802.228,0.352,76.932,1868.57,0.292,2.854,0.2,0.271,12.22
4503,1,27664,617595.69,4613610.61,96,0,1,73886250.2,203126.2502,1.7,1920.081,1802.225,0.352,76.932,1868.572,0.292,2.776,0.2,0.271,11.15
4504,1,27665,617595.68,4613610.56,96,0,1,73886350.2,203126.3502,2.1,1920.081,1802.224,0.352,76.932,1868.572,0.292,2.761,0.2,0.271,11.54
4505,1,27666,617595.68,4613610.51,96,0,1,73886450.2,203126.4502,2.1,1920.081,1802.224,0.352,76.932,1868.572,0.292,2.761,0.2,0.271,12.4
4506,1,27667,617595.68,4613610.47,96,0,1,73886550.2,203126.5502,1.8,1920.081,1802.226,0.352,76.932,1868.574,0.292,2.817,0.2,0.271,12.34
4507,1,27668,617595.67,4613610.42,96,0,1,73886650.2,203126.6502,1.5,1920.081,1802.228,0.353,76.932,1868.575,0.292,2.895,0.2,0.271,13.16
4508,1,27669,617595.67,4613610.37,96,0,1,73886750.2,203126.7502,1.8,1920.082,1802.232,0.353,76.932,1868.578,0.292,3.013,0.2,0.271,16.29
4509,1,27670,617595.66,4613610.32,96,0,1,73886850.2,203126.8502,2,1920.082,1802.233,0.353,76.932,1868.578,0.292,3.019,0.2,0.271,16.24
4510,1,27671,617595.66,4613610.28,96,0,1,73886950.2,203126.9502,2.2,1920.082,1802.231,0.353,76.933,1868.579,0.292,2.996,0.2,0.271,15.04
4511,1,27672,617595.66,4613610.23,96,0,1,73887050.2,203127.0502,1.8,1920.082,1802.233,0.353,76.933,1868.58,0.292,3.049,0.2,0.271,14.59
4512,1,27673,617595.65,4613610.18,96,0,1,73887150.2,203127.1502,1.1,1920.083,1802.236,0.353,76.933,1868.581,0.292,3.142,0.2,0.271,15.83
4513,1,27674,617595.65,4613610.13,96,0,1,73887250.2,203127.2502,1.5,1953.715,1894.694,0.346,76.969,1907.422,0.292,4.841,0.2,0.248,49.61
4514,1,27675,617595.64,4613610.09,96,0,1,73887350.2,203127.3502,1.2,1953.686,1894.603,0.346,76.969,1907.433,0.292,3.401,0.2,0.248,17.79
4515,1,27676,617595.64,4613610.04,96,0,1,73887450.2,203127.4502,0.9,2000,1991.773,0.33,77.04,1988.469,0.293,5.042,0.2,0.209,46.7
4516,1,27677,617595.64,4613609.99,96,0,1,73887550.2,203127.5502,0.9,1999.998,1991.769,0.33,77.04,1988.471,0.293,4.979,0.2,0.209,50.51
4517,1,27678,617595.63,4613609.95,96,0,1,73887650.2,203127.6502,1,1999.998,1991.769,0.33,77.04,1988.471,0.293,4.979,0.2,0.209,50.33
4518,1,27679,617595.63,4613609.9,96,0,1,73887750.2,203127.7502,2.1,1999.998,1991.769,0.33,77.04,1988.471,0.293,4.979,0.2,0.209,48.25
4519,1,27680,617595.62,4613609.85,96,0,1,73887850.2,203127.8502,1.8,1972.458,1908.987,0.335,77.029,1972.93,0.292,3.291,0.2,0.214,16.34
4520,1,27681,617595.62,4613609.8,96,0,1,73887950.2,203127.9502,1.6,1972.457,1908.984,0.335,77.029,1972.932,0.292,3.228,0.2,0.214,17.95
4521,1,27682,617595.62,4613609.76,96,0,1,73888050.2,203128.0502,2.1,1972.455,1908.981,0.335,77.029,1972.934,0.292,3.161,0.2,0.214,19.16
4522,1,27683,617595.61,4613609.71,96,0,1,73888150.2,203128.1502,2.4,1972.452,1908.972,0.335,77.029,1972.937,0.292,2.981,0.2,0.214,14.1
4523,1,27684,617595.61,4613609.66,96,0,1,73888250.2,203128.2502,1.9,1972.45,1908.967,0.335,77.029,1972.939,0.292,2.865,0.2,0.214,12.77
4524,1,27685,617595.6,4613609.61,96,0,1,73888350.2,203128.3502,2.1,1972.45,1908.967,0.335,77.029,1972.939,0.292,2.865,0.2,0.214,13.82
4525,1,27686,617595.6,4613609.57,96,0,1,73888450.2,203128.4502,2,1972.45,1908.967,0.335,77.029,1972.939,0.292,2.865,0.2,0.214,14.93
4526,1,27687,617595.6,4613609.52,96,0,1,73888550.2,203128.5502,2,1972.45,1908.968,0.335,77.029,1972.939,0.292,2.89,0.2,0.214,16.32
4527,1,27688,617595.59,4613609.47,96,0,1,73888650.2,203128.6502,1.8,1972.45,1908.971,0.335,77.03,1972.941,0.292,2.977,0.2,0.214,17.12
4528,1,27689,617595.59,4613609.43,96,0,1,73888750.2,203128.7502,2.1,1972.451,1908.972,0.335,77.03,1972.943,0.292,3.029,0.2,0.214,19.38
4529,1,27690,617595.58,4613609.38,96,0,1,73888850.2,203128.8502,1.6,1972.451,1908.972,0.335,77.03,1972.943,0.292,3.029,0.2,0.214,18.52
4530,1,27691,617595.58,4613609.33,96,0,1,73888950.2,203128.9502,2,1972.453,1908.982,0.336,77.03,1972.945,0.292,3.305,0.2,0.214,26.67
4531,1,27692,617595.58,4613609.28,96,0,1,73889050.2,203129.0502,2,1972.446,1908.963,0.336,77.03,1972.951,0.292,2.91,0.2,0.214,15.16
4532,1,27693,617595.57,4613609.24,96,0,1,73889150.2,203129.1502,1.6,1972.446,1908.963,0.336,77.03,1972.951,0.292,2.91,0.2,0.214,14.65
4533,1,27694,617595.57,4613609.19,96,0,1,73889250.2,203129.2502,2.1,1972.446,1908.964,0.336,77.03,1972.952,0.292,2.94,0.2,0.214,15.49
4534,1,27695,617595.56,4613609.14,96,0,1,73889350.2,203129.3502,2,1972.443,1908.959,0.336,77.03,1972.955,0.292,2.818,0.2,0.214,14.74
4535,1,27696,617595.56,4613609.09,96,0,1,73889450.2,203129.4502,2,1972.443,1908.958,0.336,77.03,1972.956,0.292,2.789,0.2,0.214,13.68
4536,1,27697,617595.56,4613609.05,96,0,1,73889550.2,203129.5502,2.1,1972.443,1908.959,0.336,77.03,1972.958,0.292,2.84,0.2,0.214,13.46
4537,1,27698,617595.55,4613609,96,0,1,73889650.2,203129.6502,1.6,1972.443,1908.959,0.336,77.03,1972.958,0.292,2.847,0.2,0.214,13.79
4538,1,27699,617595.55,4613608.95,96,0,1,73889750.2,203129.7502,1.9,1972.443,1908.959,0.336,77.03,1972.958,0.292,2.847,0.2,0.214,14.55
4539,1,27700,617595.54,4613608.91,96,0,1,73889850.2,203129.8502,1.7,1972.443,1908.959,0.336,77.03,1972.958,0.292,2.847,0.2,0.214,13.81
4540,1,27701,617595.54,4613608.86,96,0,1,73889950.2,203129.9502,1.8,1972.443,1908.959,0.336,77.03,1972.958,0.292,2.847,0.2,0.214,13.8
4541,1,27702,617595.54,4613608.81,96,0,1,73890050.2,203130.0502,1.9,1972.443,1908.959,0.336,77.03,1972.958,0.292,2.847,0.2,0.214,14.28
4542,1,27703,617595.53,4613608.76,96,0,1,73890150.2,203130.1502,1.6,1972.442,1908.957,0.336,77.03,1972.959,0.292,2.806,0.2,0.214,13.23
4543,1,27704,617595.53,4613608.72,96,0,1,73890250.2,203130.2502,2,1972.441,1908.957,0.336,77.03,1972.96,0.292,2.784,0.2,0.214,12.71
4544,1,27705,617595.52,4613608.67,96,0,1,73890350.2,203130.3502,2.1,1972.441,1908.956,0.336,77.03,1972.961,0.292,2.764,0.2,0.214,12.05
4545,1,27706,617595.52,4613608.62,96,0,1,73890450.2,203130.4502,2,1972.44,1908.953,0.336,77.03,1972.962,0.292,2.712,0.2,0.214,12.68
4546,1,27707,617595.52,4613608.57,96,0,1,73890550.2,203130.5502,2,1972.44,1908.953,0.336,77.03,1972.962,0.292,2.712,0.2,0.214,12.27
4547,1,27708,617595.51,4613608.53,96,0,1,73890650.2,203130.6502,1.5,1972.44,1908.954,0.336,77.03,1972.962,0.292,2.724,0.2,0.214,12.17
4548,1,27709,617595.51,4613608.48,96,0,1,73890750.2,203130.7502,1.6,1972.44,1908.954,0.336,77.03,1972.962,0.292,2.724,0.2,0.214,11.2
4549,1,27710,617595.5,4613608.43,96,0,1,73890850.2,203130.8502,2,1972.44,1908.956,0.336,77.031,1972.964,0.292,2.797,0.2,0.214,12.97
4550,1,27711,617595.5,4613608.39,96,0,1,73890950.2,203130.9502,1.8,1972.441,1908.958,0.336,77.031,1972.966,0.292,2.876,0.2,0.214,14.29
4551,1,27712,617595.49,4613608.34,96,0,1,73891050.2,203131.0502,1.7,1972.441,1908.958,0.336,77.031,1972.966,0.292,2.876,0.2,0.214,13.74
4552,1,27713,617595.49,4613608.29,96,0,1,73891150.2,203131.1502,0.9,1972.44,1908.957,0.336,77.031,1972.967,0.292,2.85,0.2,0.214,13.96
4553,1,27714,617595.49,4613608.24,96,0,1,73891250.2,203131.2502,1.2,1818.814,1581.405,0.452,75.145,1598.31,0.291,2.993,0.2,0.829,35.87
4554,1,27715,617595.48,4613608.2,96,0,1,73891350.2,203131.3502,2.1,1818.804,1581.378,0.452,75.144,1598.311,0.291,2.45,0.211,0.83,13.63
4555,1,27716,617595.48,4613608.15,96,0,1,73891450.2,203131.4502,1.1,1818.808,1581.383,0.451,75.143,1598.303,0.291,2.544,0.231,0.831,11.15
4556,1,27717,617595.47,4613608.1,96,0,1,73891550.2,203131.5502,1.8,1818.82,1581.406,0.45,75.14,1598.276,0.291,3.133,0.289,0.835,18.85
4557,1,27718,617595.47,4613608.05,96,0,1,73891650.2,203131.6502,1.9,1818.813,1581.389,0.451,75.141,1598.286,0.291,2.781,0.258,0.833,12.5
4558,1,27719,617595.47,4613608.01,96,0,1,73891750.2,203131.7502,3,1818.803,1581.372,0.451,75.144,1598.302,0.291,2.443,0.215,0.831,15.41
4559,1,27720,617595.46,4613607.96,96,0,1,73891850.2,203131.8502,1.2,1818.796,1581.358,0.452,75.145,1598.309,0.291,2.127,0.202,0.83,12.64
4560,1,27721,617595.46,4613607.91,96,0,1,73891950.2,203131.9502,1.1,1818.797,1581.365,0.452,75.146,1598.316,0.291,2.29,0.2,0.828,20.32
4561,1,27722,617595.45,4613607.86,96,0,1,73892050.2,203132.0502,1.9,1818.812,1581.39,0.451,75.142,1598.278,0.291,2.941,0.265,0.833,20.15
4562,1,27723,617595.45,4613607.82,96,0,1,73892150.2,203132.1502,1.9,1818.793,1581.352,0.452,75.146,1598.303,0.291,2.251,0.2,0.829,12.56
4563,1,27724,617595.45,4613607.77,96,0,1,73892250.2,203132.2502,2.2,1818.793,1581.353,0.452,75.146,1598.304,0.291,2.275,0.2,0.829,13.2
4564,1,27725,617595.44,4613607.72,96,0,1,73892350.2,203132.3502,1.1,1818.795,1581.364,0.453,75.148,1598.312,0.291,2.549,0.2,0.827,25.39
4565,1,27726,617595.44,4613607.68,96,0,1,73892450.2,203132.4502,1.7,1818.793,1581.36,0.453,75.148,1598.314,0.291,2.458,0.2,0.827,26.55
4566,1,27727,617595.43,4613607.63,96,0,1,73892550.2,203132.5502,1.7,1818.793,1581.357,0.453,75.147,1598.31,0.291,2.38,0.214,0.828,19.05
4567,1,27728,617595.43,4613607.58,96,0,1,73892650.2,203132.6502,1.8,1818.791,1581.353,0.453,75.148,1598.313,0.291,2.291,0.208,0.827,19.02
4568,1,27729,617595.43,4613607.53,96,0,1,73892750.2,203132.7502,1.6,1812.397,1568.512,0.461,74.9,1573.167,0.291,2.334,0.249,1.053,16.36
4569,1,27730,617595.42,4613607.49,96,0,1,73892850.2,203132.8502,2,1802.247,1548.098,0.483,73.592,1543.912,0.29,2.249,0.265,6,19.66
4570,1,27731,617595.42,4613607.44,96,0,1,73892950.2,203132.9502,2,1805.167,1553.514,0.477,74.704,1555.559,0.29,1.957,0.23,0.812,19.29
4571,1,27732,617595.41,4613607.39,96,0,1,73893050.2,203133.0502,1.9,1805.168,1553.515,0.477,74.704,1555.559,0.29,1.975,0.228,0.812,18.06
4572,1,27733,617595.41,4613607.34,96,0,1,73893150.2,203133.1502,1.8,1805.169,1553.517,0.476,74.703,1555.557,0.29,2.057,0.233,0.812,16.6
4573,1,27734,617595.41,4613607.3,96,0,1,73893250.2,203133.2502,1.9,1805.165,1553.513,0.477,74.705,1555.567,0.29,1.926,0.207,0.811,18.36
4574,1,27735,617595.4,4613607.25,96,0,1,73893350.2,203133.3502,1.9,1805.162,1553.508,0.477,74.706,1555.571,0.29,1.804,0.2,0.81,21.38
4575,1,27736,617595.4,4613607.2,96,0,1,73893450.2,203133.4502,1.8,1800.173,1544.977,0.489,74.422,1523.874,0.29,1.805,0.2,0.81,20.76
4576,1,27737,617595.39,4613607.16,96,0,1,73893550.2,203133.5502,1.7,1800.174,1544.982,0.49,74.423,1523.879,0.29,1.902,0.2,0.809,21.29
4577,1,27738,617595.39,4613607.11,96,0,1,73893650.2,203133.6502,2,1800.175,1544.983,0.49,74.423,1523.88,0.29,1.934,0.2,0.809,19.81
4578,1,27739,617595.39,4613607.06,96,0,1,73893750.2,203133.7502,1.6,1800.181,1544.99,0.489,74.421,1523.864,0.29,2.134,0.235,0.811,13.82
4579,1,27740,617595.38,4613607.01,96,0,1,73893850.2,203133.8502,1.7,1800.177,1544.987,0.49,74.422,1523.874,0.29,2.047,0.21,0.81,14.38
4580,1,27741,617595.38,4613606.97,96,0,1,73893950.2,203133.9502,1.8,1800.174,1544.983,0.49,74.423,1523.881,0.29,1.938,0.2,0.809,17.52
4581,1,27742,617595.37,4613606.92,96,0,1,73894050.2,203134.0502,1.8,1800.174,1544.983,0.49,74.423,1523.881,0.29,1.938,0.2,0.809,17.25
4582,1,27743,617595.37,4613606.87,96,0,1,73894150.2,203134.1502,1.9,1800.175,1544.987,0.49,74.424,1523.884,0.29,2.026,0.2,0.808,17.32
4583,1,27744,617595.37,4613606.82,96,0,1,73894250.2,203134.2502,1.9,1800.175,1544.986,0.49,74.425,1523.885,0.29,2.003,0.2,0.808,16.29
4584,1,27745,617595.36,4613606.78,96,0,1,73894350.2,203134.3502,1.8,1800.176,1544.986,0.49,74.424,1523.882,0.29,2.011,0.207,0.808,13.61
4585,1,27746,617595.36,4613606.73,96,0,1,73894450.2,203134.4502,1.8,1800.179,1544.991,0.49,74.423,1523.875,0.29,2.145,0.219,0.809,13.9
4586,1,27747,617595.35,4613606.68,96,0,1,73894550.2,203134.5502,1.8,1800.179,1544.991,0.49,74.423,1523.875,0.29,2.133,0.22,0.809,11.3
4587,1,27748,617595.35,4613606.64,96,0,1,73894650.2,203134.6502,1.8,1800.175,1544.987,0.49,74.425,1523.886,0.29,2.033,0.2,0.807,13.09
4588,1,27749,617595.35,4613606.59,96,0,1,73894750.2,203134.7502,1.8,1800.176,1544.99,0.491,74.425,1523.888,0.29,2.082,0.2,0.807,13.7
4589,1,27750,617595.34,4613606.54,96,0,1,73894850.2,203134.8502,1.7,1800.181,1544.997,0.49,74.424,1523.877,0.29,2.274,0.219,0.809,12.12
4590,1,27751,617595.34,4613606.49,96,0,1,73894950.1,203134.9501,1.8,1800.182,1544.998,0.49,74.423,1523.874,0.29,2.28,0.227,0.809,11.98
4591,1,27752,617595.33,4613606.45,96,0,1,73895050.1,203135.0501,1.8,1800.18,1544.994,0.49,74.423,1523.876,0.29,2.196,0.224,0.809,12.55
4592,1,27753,617595.33,4613606.4,96,0,1,73895150.1,203135.1501,1.8,1800.175,1544.988,0.49,74.425,1523.886,0.29,2.047,0.202,0.807,14.22
4593,1,27754,617595.33,4613606.35,96,0,1,73895250.1,203135.2501,1.7,1800.175,1544.988,0.491,74.425,1523.888,0.29,2.044,0.2,0.807,14.6
4594,1,27755,617595.32,4613606.3,96,0,1,73895350.1,203135.3501,1.8,1800.175,1544.988,0.491,74.425,1523.888,0.29,2.044,0.2,0.807,15.79
4595,1,27756,617595.32,4613606.26,96,0,1,73895450.1,203135.4501,1.8,1800.176,1544.991,0.491,74.426,1523.89,0.29,2.093,0.2,0.806,18.02
4596,1,27757,617595.31,4613606.21,96,0,1,73895550.1,203135.5501,1.8,1800.176,1544.991,0.491,74.426,1523.891,0.29,2.102,0.2,0.806,15.89
4597,1,27758,617595.31,4613606.16,96,0,1,73895650.1,203135.6501,1.8,1800.18,1544.996,0.49,74.424,1523.878,0.29,2.223,0.227,0.808,13
4598,1,27759,617595.31,4613606.12,96,0,1,73895750.1,203135.7501,1.8,1800.182,1544.999,0.49,74.423,1523.874,0.29,2.3,0.234,0.809,13.81
4599,1,27760,617595.3,4613606.07,96,0,1,73895850.1,203135.8501,1.8,1800.176,1544.992,0.491,74.426,1523.89,0.29,2.151,0.2,0.806,15.85
4600,1,27761,617595.3,4613606.02,96,0,1,73895950.1,203135.9501,1.7,1800.178,1544.994,0.491,74.425,1523.883,0.29,2.205,0.216,0.808,14.56
4601,1,27762,617595.29,4613605.97,96,0,1,73896050.1,203136.0501,1.8,1800.174,1544.986,0.491,74.426,1523.889,0.29,2.006,0.205,0.807,12.82
4602,1,27763,617595.29,4613605.93,96,0,1,73896150.1,203136.1501,1.8,1800.173,1544.986,0.491,74.426,1523.893,0.29,1.999,0.2,0.806,12.28
4603,1,27764,617595.28,4613605.88,96,0,1,73896250.1,203136.2501,1.8,1800.175,1544.988,0.491,74.425,1523.888,0.29,2.062,0.209,0.807,11.67
4604,1,27765,617595.28,4613605.83,96,0,1,73896350.1,203136.3501,1.8,1800.176,1544.989,0.491,74.425,1523.885,0.29,2.095,0.214,0.807,12.82
4605,1,27766,617595.28,4613605.78,96,0,1,73896450.1,203136.4501,1.8,1800.177,1544.99,0.49,74.424,1523.881,0.29,2.107,0.225,0.808,13.49
4606,1,27767,617595.27,4613605.74,96,0,1,73896550.1,203136.5501,1.9,1800.177,1544.99,0.49,74.424,1523.881,0.29,2.113,0.225,0.808,12.71
4607,1,27768,617595.27,4613605.69,96,0,1,73896650.1,203136.6501,1.8,1800.172,1544.984,0.491,74.426,1523.893,0.29,1.968,0.2,0.806,14.54
4608,1,27769,617595.26,4613605.64,96,0,1,73896750.1,203136.7501,1.8,1795.168,1535.851,0.502,74.195,1492.705,0.29,1.994,0.2,0.806,13.63
