OBJECTID,Line,Sample,X,Y,Mark,Status,GPSStat,Time_ms_,Time_hhmmss_sss_,PowerLn,ResLayer_1,ResLayer_2,ResLayer_3,ResLayer_4,ResLayer_5,ThiLayer_1,ThiLayer_2,ThiLayer_3,ThiLayer_4,FitError___
9005,1,2354,617646.27,4613608.3,4,0,2,71327750.2,194847.7502,1.7,1999.453,123.5,0.468,16.127,1034.91,2.663,0.237,0.2,0.2,15.04
9006,1,2355,617646.26,4613608.37,4,0,2,71327850.2,194847.8502,1.9,1999.605,123.501,0.468,16.126,1034.874,2.687,0.257,0.214,0.2,14.86
9007,1,2356,617646.24,4613608.44,4,0,2,71327950.2,194847.9502,1.6,1999.057,123.499,0.469,16.127,1034.991,2.6,0.2,0.2,0.2,15.55
9008,1,2357,617646.22,4613608.52,4,0,2,71328050.2,194848.0502,1.6,1999.111,123.501,0.471,16.129,1035.026,2.611,0.206,0.2,0.2,15.41
9009,1,2358,617646.19,4613608.59,4,0,2,71328150.2,194848.1502,1.7,1999.132,123.502,0.472,16.13,1035.038,2.615,0.209,0.2,0.2,16.52
9010,1,2359,617646.16,4613608.66,4,0,2,71328250.2,194848.2502,1.6,1999.361,123.504,0.473,16.131,1035.018,2.652,0.234,0.2,0.2,17.71
9011,1,2360,617646.13,4613608.74,4,0,2,71328350.2,194848.3502,1.8,1999.594,123.505,0.473,16.131,1034.975,2.688,0.265,0.201,0.2,17.67
9012,1,2361,617646.1,4613608.81,4,0,2,71328450.2,194848.4502,1.8,1999.62,123.507,0.474,16.132,1034.989,2.694,0.269,0.2,0.2,17.21
9013,1,2362,617646.07,4613608.88,4,0,2,71328550.2,194848.5502,1.8,1999.374,123.507,0.475,16.133,1035.063,2.658,0.237,0.2,0.2,17.3
9014,1,2363,617646.05,4613608.96,4,0,2,71328650.2,194848.6502,1.7,2000,123.601,0.451,16.184,1111.681,2.673,0.213,0.2,0.2,17.01
9015,1,2364,617646.02,4613609.03,4,0,2,71328750.2,194848.7502,1.8,2000,123.605,0.452,16.183,1111.492,2.835,0.359,0.232,0.202,18.05
9016,1,2365,617645.99,4613609.1,4,0,2,71328850.2,194848.8502,1.7,1890.575,123.244,0.49,15.934,1032.043,2.709,0.352,0.2,3.316,18.23
9017,1,2366,617645.96,4613609.18,4,0,2,71328950.2,194848.9502,1.7,1889.98,123.243,0.491,15.87,1031.674,2.707,0.35,0.2,6,17.76
9018,1,2367,617645.94,4613609.23,4,0,2,71329050.2,194849.0502,1.7,1889.979,123.243,0.491,15.869,1031.674,2.707,0.349,0.201,6,15.74
9019,1,2368,617645.92,4613609.27,4,0,2,71329150.2,194849.1502,1.6,1916.451,123.276,0.477,16.401,1067.238,2.512,0.2,0.204,0.21,14.12
9020,1,2369,617645.91,4613609.31,4,0,2,71329250.2,194849.2502,1.7,1916.43,123.279,0.48,16.403,1067.291,2.51,0.203,0.2,0.207,11.75
9021,1,2370,617645.89,4613609.34,4,0,2,71329350.2,194849.3502,1.7,1917.438,123.283,0.48,16.402,1067.075,2.675,0.363,0.241,0.209,14.04
9022,1,2371,617645.88,4613609.38,4,0,2,71329450.2,194849.4502,1.7,2000,123.956,0.444,16.453,1130.788,2.902,0.466,0.246,0.2,17.12
9023,1,2372,617645.86,4613609.42,4,0,2,71329550.2,194849.5502,1.7,1999.537,123.952,0.444,16.453,1130.851,2.827,0.322,0.236,0.2,17.54
9024,1,2373,617645.85,4613609.45,4,0,2,71329650.2,194849.6502,1.7,1999.729,123.953,0.444,16.453,1130.82,2.86,0.369,0.249,0.2,18.79
9025,1,2374,617645.84,4613609.49,4,0,2,71329750.2,194849.7502,1.7,1843.469,123.25,0.509,16.079,1043.75,2.683,0.402,0.218,6,17.35
9026,1,2375,617645.82,4613609.53,4,0,2,71329850.2,194849.8502,1.7,1843.506,123.25,0.509,16.07,1043.742,2.689,0.416,0.228,6,14.88
9027,1,2376,617645.81,4613609.56,4,0,2,71329950.2,194849.9502,1.7,1902.818,123.492,0.482,16.399,1084.68,2.748,0.382,0.265,0.2,14.05
9028,1,2377,617645.81,4613609.59,4,0,2,71330050.2,194850.0502,1.7,1902.438,123.49,0.481,16.399,1084.741,2.684,0.283,0.247,0.2,15.35
9029,1,2378,617645.82,4613609.61,4,0,2,71330150.2,194850.1502,1.8,1811.505,123.298,0.526,16.209,996.108,2.51,0.201,0.2,1.718,12.77
9030,1,2379,617645.83,4613609.63,4,0,2,71330250.2,194850.2502,1.7,1811.37,123.299,0.526,16.195,995.792,2.528,0.213,0.2,2.006,12.31
9031,1,2380,617645.85,4613609.65,4,0,2,71330350.2,194850.3502,1.7,1810.521,123.299,0.527,16.013,994.268,2.629,0.297,0.212,6,14.98
9032,1,2381,617645.86,4613609.67,4,0,2,71330450.2,194850.4502,1.8,1810.967,123.302,0.527,15.942,994.19,2.704,0.425,0.234,6,15.92
9033,1,2382,617645.87,4613609.69,4,0,2,71330550.2,194850.5502,1.6,1826.16,123.338,0.525,17.104,982.59,2.678,0.343,0.217,6,13.22
9034,1,2383,617645.89,4613609.7,4,0,2,71330650.2,194850.6502,1.5,1855.782,123.401,0.508,17.435,1009.361,2.656,0.273,0.254,0.271,12.44
9035,1,2384,617645.9,4613609.72,4,0,2,71330750.2,194850.7502,1.8,1855.398,123.399,0.508,17.436,1009.428,2.591,0.215,0.234,0.269,12.1
9036,1,2385,617645.91,4613609.74,4,0,2,71330850.2,194850.8502,1.7,1879.786,123.471,0.498,17.461,1028.591,2.742,0.33,0.259,0.202,15.61
9037,1,2386,617645.93,4613609.76,4,0,2,71330950.2,194850.9502,1.7,1879.754,123.471,0.498,17.461,1028.6,2.737,0.323,0.247,0.202,16.93
9038,1,2387,617645.93,4613609.78,4,0,2,71331050.2,194851.0502,1.7,1879.429,123.469,0.498,17.462,1028.663,2.685,0.261,0.227,0.201,16.48
9039,1,2388,617645.93,4613609.8,4,0,2,71331150.2,194851.1502,1.6,1879.479,123.469,0.498,17.462,1028.655,2.693,0.268,0.226,0.201,16.49
9040,1,2389,617645.93,4613609.82,4,0,2,71331250.2,194851.2502,1.7,1879.035,123.468,0.5,17.463,1028.764,2.625,0.208,0.2,0.2,18.26
9041,1,2390,617645.93,4613609.84,4,0,2,71331350.2,194851.3502,1.6,1878.917,123.469,0.501,17.465,1028.825,2.609,0.2,0.2,0.2,17.42
9042,1,2391,617645.93,4613609.85,4,0,2,71331450.2,194851.4502,1.7,1878.545,123.468,0.501,17.465,1028.896,2.55,0.2,0.207,0.2,13.95
9043,1,2392,617645.93,4613609.87,4,0,2,71331550.2,194851.5502,1.7,1878.842,123.469,0.501,17.465,1028.826,2.598,0.232,0.226,0.201,13.69
9044,1,2393,617645.93,4613609.89,4,0,2,71331650.2,194851.6502,1.7,1973.621,123.63,0.465,17.543,1146.419,2.658,0.22,0.201,0.2,16.61
9045,1,2394,617645.93,4613609.91,4,0,2,71331750.2,194851.7502,1.6,1973.668,123.632,0.467,17.544,1146.445,2.668,0.227,0.2,0.2,16.08
9046,1,2395,617645.93,4613609.93,4,0,2,71331850.2,194851.8502,1.8,1973.66,123.632,0.466,17.544,1146.443,2.666,0.226,0.206,0.2,14.28
9047,1,2396,617645.93,4613609.95,4,0,2,71331950.2,194851.9502,1.7,1973.783,123.638,0.471,17.548,1146.513,2.69,0.243,0.2,0.2,18.45
9048,1,2397,617645.94,4613609.96,4,0,2,71332050.2,194852.0502,1.7,1973.987,123.638,0.471,17.548,1146.472,2.722,0.27,0.206,0.2,16.36
9049,1,2398,617645.95,4613609.98,4,0,2,71332150.2,194852.1502,1.7,1881.097,123.45,0.506,17.36,1049.313,2.646,0.277,0.2,1.453,15.85
9050,1,2399,617645.97,4613610,4,0,2,71332250.2,194852.2502,1.7,1910.981,123.524,0.494,17.514,1079.73,2.69,0.292,0.224,0.263,16.15
9051,1,2400,617645.98,4613610.02,4,0,2,71332350.2,194852.3502,1.7,2000,123.779,0.457,17.601,1194.25,2.771,0.266,0.205,0.2,18.33
9052,1,2401,617645.99,4613610.04,4,0,2,71332450.2,194852.4502,1.7,1999.956,123.78,0.458,17.602,1194.287,2.766,0.262,0.2,0.2,19.57
9053,1,2402,617646.01,4613610.06,4,0,2,71332550.2,194852.5502,1.7,1999.95,123.785,0.462,17.606,1194.365,2.77,0.265,0.2,0.2,19.71
9054,1,2403,617646.02,4613610.08,4,0,2,71332650.2,194852.6502,1.7,1999.95,123.785,0.462,17.606,1194.365,2.77,0.265,0.2,0.2,18.81
9055,1,2404,617646.03,4613610.1,4,0,2,71332750.2,194852.7502,1.5,1999.469,123.783,0.462,17.606,1194.454,2.697,0.209,0.2,0.2,16.01
9056,1,2405,617646.05,4613610.11,4,0,2,71332850.2,194852.8502,1.7,2000,123.792,0.459,17.613,1204.11,2.675,0.2,0.2,0.2,16.24
9057,1,2406,617646.06,4613610.13,4,0,2,71332950.2,194852.9502,1.7,1944.582,123.612,0.493,17.374,1099.755,2.735,0.295,0.2,2.384,16.23
9058,1,2412,617646.07,4613610.14,4,0,2,71333550.2,194853.0502,1.781818182,1943.525,123.61,0.493,17.24,1098.612,2.793,0.373,0.212,6,17.95
9059,1,2418,617646.09,4613610.14,4,0,2,71334150.2,194854.1502,1.8,2000,123.924,0.449,18.516,1187.555,2.844,0.26,0.227,0.2,18.11
9060,1,2419,617646.1,4613610.14,4,0,2,71334250.2,194854.2502,1.8,2000,123.926,0.449,18.516,1187.469,2.928,0.346,0.252,0.201,16.29
9061,1,2420,617646.12,4613610.14,5,0,2,71334350.2,194854.3502,1.8,2000,124.011,0.432,18.546,1226.29,2.851,0.226,0.222,0.2,15.64
9062,1,2421,617646.13,4613610.14,5,0,2,71334450.2,194854.4502,1.7,1999.981,124.011,0.432,18.546,1226.296,2.848,0.224,0.213,0.2,15.98
9063,1,2422,617646.14,4613610.14,5,0,2,71334550.2,194854.5502,1.7,2000,124.013,0.432,18.546,1226.216,2.934,0.286,0.224,0.201,17.32
9064,1,2423,617646.16,4613610.14,5,0,2,71334650.2,194854.6502,1.7,1999.818,124.012,0.433,18.546,1226.246,2.903,0.26,0.214,0.2,16.87
9065,1,2424,617646.17,4613610.14,5,0,2,71334750.2,194854.7502,1.8,1999.747,124.012,0.432,18.546,1226.255,2.891,0.25,0.218,0.2,16.72
9066,1,2425,617646.19,4613610.14,5,0,2,71334850.2,194854.8502,1.9,2000,124.013,0.432,18.546,1226.208,2.938,0.289,0.228,0.201,19.13
9067,1,2426,617646.2,4613610.14,5,0,2,71334950.2,194854.9502,1.7,1841.838,127.141,0.476,19.117,1063.028,2.838,0.879,0.239,6,27.63
9068,1,2436.5,617646.21,4613610.14,5,0,2,71336000.2,194855.0502,1.8,1838.651,127.1,0.479,19.025,1062.577,2.678,0.326,0.2,4.485,16.74
9069,1,2436.5,617646.21,4613610.12,5,0,2,71336000.2,194855.1502,1.75,1902.33,127.248,0.459,20.278,1073.813,2.722,0.31,0.235,0.283,13.91
9070,1,2436.5,617646.21,4613610.1,5,0,2,71336000.2,194855.2502,1.85,2000,127.496,0.425,20.38,1166.479,2.762,0.242,0.2,0.2,15.31
9071,1,2436.5,617646.21,4613610.08,5,0,2,71336000.2,194855.3502,1.75,2000,127.499,0.425,20.38,1166.389,2.847,0.321,0.215,0.201,15.97
9072,1,2436.5,617646.21,4613610.06,5,0,2,71336000.2,194855.4502,1.75,2000,127.563,0.416,20.4,1193.417,2.841,0.282,0.207,0.2,15.84
9073,1,2436.5,617646.21,4613610.04,5,0,2,71336000.2,194855.5502,1.8,1999.837,127.564,0.417,20.402,1193.472,2.817,0.259,0.2,0.2,17.34
9074,1,2436.5,617646.21,4613610.02,5,0,2,71336000.2,194855.6502,1.8,1999.914,127.567,0.42,20.404,1193.515,2.834,0.273,0.2,0.2,18.93
9075,1,2436.5,617646.21,4613610.01,5,0,2,71336000.2,194855.7502,1.8,1999.859,127.569,0.421,20.405,1193.549,2.827,0.267,0.2,0.2,18.95
9076,1,2436.5,617646.21,4613609.99,5,0,2,71336000.2,194855.8502,1.75,2000,127.652,0.41,20.43,1228.077,2.883,0.284,0.203,0.2,17.83
9077,1,2436.5,617646.21,4613609.97,5,0,2,71336000.2,194855.9502,1.7,2000,127.652,0.41,20.43,1228.095,2.88,0.281,0.206,0.2,16.42
9078,1,2447,617646.21,4613610.15,5,0,2,71337050.2,194857.0502,1.8,2000,127.653,0.41,20.43,1228.055,2.915,0.317,0.226,0.2,18.54
9079,1,2448,617646.23,4613610.15,5,0,2,71337150.2,194857.1502,1.7,2000,127.653,0.41,20.43,1228.045,2.924,0.328,0.231,0.201,17.85
9080,1,2449,617646.24,4613610.15,5,0,2,71337250.2,194857.2502,1.7,1999.82,127.652,0.41,20.43,1228.073,2.892,0.291,0.225,0.2,15.91
9081,1,2450,617646.25,4613610.15,5,0,2,71337350.2,194857.3502,1.8,2000,127.703,0.399,20.454,1259.68,2.855,0.236,0.206,0.2,14.29
9082,1,2451,617646.27,4613610.15,5,0,2,71337450.2,194857.4502,1.7,1999.8,127.702,0.399,20.454,1259.711,2.818,0.213,0.212,0.2,13.56
9083,1,2452,617646.28,4613610.15,5,0,2,71337550.2,194857.5502,1.8,1833.574,127.396,0.457,20.007,1151.699,2.755,0.252,0.201,6,15.64
9084,1,2453,617646.3,4613610.15,5,0,2,71337650.2,194857.6502,1.7,1833.772,127.398,0.458,19.982,1151.654,2.797,0.292,0.2,5.966,17.59
9085,1,2454,617646.31,4613610.15,5,0,2,71337750.2,194857.7502,1.7,1928.751,127.521,0.447,24.42,1084.832,2.846,0.283,0.2,4.866,17.96
9086,1,2455,617646.32,4613610.15,5,0,2,71337850.2,194857.8502,1.8,1928.869,127.526,0.45,24.452,1084.845,2.872,0.311,0.2,4.615,17.63
9087,1,2461,617646.34,4613610.15,5,0,2,71338450.2,194857.9502,1.8,1969.632,127.578,0.435,24.856,1118.171,2.814,0.228,0.222,0.299,13.47
9088,1,2467,617646.34,4613610.17,5,0,2,71339050.2,194859.0502,1.7,1883.783,127.413,0.465,24.389,1057.914,2.791,0.26,0.2,6,15.28
9089,1,2468,617646.32,4613610.2,5,0,2,71339150.2,194859.1502,1.8,1884.173,127.415,0.465,24.337,1057.848,2.86,0.331,0.213,6,17.1
9090,1,2469,617646.31,4613610.24,5,0,2,71339250.2,194859.2502,1.8,1883.934,127.414,0.465,24.323,1057.794,2.84,0.306,0.212,6,16.43
9091,1,2470,617646.29,4613610.28,5,0,2,71339350.2,194859.3502,1.7,1883.353,127.412,0.466,24.382,1057.845,2.752,0.223,0.2,5.051,15.29
9092,1,2471,617646.28,4613610.31,5,0,2,71339450.2,194859.4502,1.7,1912.704,127.444,0.453,24.805,1088.484,2.703,0.2,0.221,0.303,12.85
9093,1,2472,617646.27,4613610.35,5,0,2,71339550.2,194859.5502,1.8,1912.864,127.445,0.453,24.805,1088.452,2.732,0.217,0.227,0.304,12.02
9094,1,2473,617646.25,4613610.39,5,0,2,71339650.2,194859.6502,1.8,1913.203,127.446,0.453,24.804,1088.394,2.793,0.26,0.239,0.305,12.68
9095,1,2474,617646.24,4613610.42,5,0,2,71339750.2,194859.7502,1.8,1912.906,127.445,0.453,24.805,1088.448,2.741,0.22,0.217,0.304,11.4
9096,1,2475,617646.22,4613610.46,5,0,2,71339850.2,194859.8502,1.8,1912.73,127.445,0.453,24.805,1088.479,2.712,0.202,0.21,0.303,12.94
9097,1,2476,617646.21,4613610.5,5,0,2,71339950.2,194859.9502,1.8,1913.262,127.446,0.453,24.804,1088.38,2.803,0.263,0.237,0.305,14.26
9098,1,2477,617646.2,4613610.54,5,0,2,71340050.2,194900.0502,1.8,1788.714,126.906,0.504,24.266,1028.609,2.815,0.495,0.269,6,18.3
9099,1,2478,617646.2,4613610.6,5,0,2,71340150.2,194900.1502,1.8,1788.714,126.906,0.504,24.266,1028.609,2.815,0.495,0.269,6,19.55
9100,1,2479,617646.2,4613610.65,5,0,2,71340250.2,194900.2502,1.8,1778.463,126.879,0.512,21.954,1022.692,2.702,0.261,0.22,6,15.82
9101,1,2480,617646.2,4613610.71,5,0,2,71340350.2,194900.3502,1.7,1894.411,127.119,0.462,22.429,1116.307,2.801,0.26,0.247,0.2,13.8
9102,1,2481,617646.2,4613610.76,5,0,2,71340450.2,194900.4502,1.6,1952.142,127.198,0.442,22.471,1176.106,2.792,0.222,0.217,0.2,16.06
9103,1,2482,617646.2,4613610.82,5,0,2,71340550.2,194900.5502,1.8,1951.751,127.199,0.444,22.473,1176.236,2.726,0.206,0.2,0.2,17.47
9104,1,2483,617646.19,4613610.88,5,0,2,71340650.2,194900.6502,1.8,1952.061,127.2,0.444,22.473,1176.177,2.778,0.238,0.213,0.2,14
9105,1,2484,617646.19,4613610.93,5,0,2,71340750.2,194900.7502,1.8,1952.295,127.201,0.444,22.472,1176.132,2.817,0.27,0.233,0.201,12.6
9106,1,2485,617646.19,4613610.99,5,0,2,71340850.2,194900.8502,1.8,1952.357,127.201,0.444,22.472,1176.124,2.828,0.28,0.23,0.201,14.03
9107,1,2486,617646.19,4613611.04,5,0,2,71340950.2,194900.9502,1.8,1951.919,127.199,0.444,22.473,1176.2,2.755,0.22,0.206,0.2,13.64
9108,1,2487,617646.18,4613611.11,5,0,2,71341050.2,194901.0502,1.7,1951.636,127.198,0.444,22.473,1176.243,2.706,0.2,0.213,0.2,11.79
9109,1,2488,617646.17,4613611.18,5,0,2,71341150.2,194901.1502,1.7,1800.836,126.827,0.508,21.975,1074.462,2.698,0.286,0.222,6,13.98
9110,1,2489,617646.15,4613611.25,5,0,2,71341250.2,194901.2502,1.7,1843.627,126.923,0.489,22.409,1111.073,2.734,0.282,0.246,0.247,14.01
9111,1,2490,617646.14,4613611.33,5,0,2,71341350.2,194901.3502,1.7,1964.997,127.071,0.44,22.528,1256.962,2.636,0.2,0.202,0.2,14.46
9112,1,2491,617646.12,4613611.4,5,0,2,71341450.2,194901.4502,1.8,1965.153,127.071,0.439,22.527,1256.926,2.663,0.216,0.221,0.2,12.28
9113,1,2492,617646.11,4613611.48,5,0,2,71341550.2,194901.5502,1.8,1989.016,127.101,0.43,22.55,1286.897,2.58,0.2,0.2,0.2,13.14
9114,1,2493,617646.09,4613611.55,5,0,2,71341650.2,194901.6502,1.8,1994.701,127.112,0.428,22.554,1292.547,2.645,0.242,0.2,0.2,14.89
9115,1,2494,617646.08,4613611.62,5,0,2,71341750.2,194901.7502,1.8,1995.188,127.114,0.429,22.554,1292.457,2.727,0.325,0.214,0.201,13.33
9116,1,2495,617646.06,4613611.7,5,0,2,71341850.2,194901.8502,1.7,1995.147,127.114,0.429,22.553,1292.463,2.72,0.315,0.216,0.201,13.4
9117,1,2496,617646.05,4613611.77,5,0,2,71341950.2,194901.9502,1.7,1994.973,127.113,0.429,22.554,1292.496,2.691,0.28,0.206,0.2,15.01
9118,1,2497,617646.04,4613611.85,5,0,2,71342050.2,194902.0502,1.8,1994.729,127.112,0.428,22.554,1292.54,2.651,0.241,0.202,0.2,14.23
9119,1,2498,617646.04,4613611.92,5,0,2,71342150.2,194902.1502,1.6,1995.086,127.113,0.428,22.553,1292.472,2.712,0.298,0.216,0.201,14.21
9120,1,2499,617646.04,4613611.99,5,0,2,71342250.2,194902.2502,1.7,1995.361,127.115,0.429,22.553,1292.425,2.758,0.362,0.214,0.201,17.52
9121,1,2500,617646.04,4613612.07,5,0,2,71342350.2,194902.3502,1.7,1995.756,127.118,0.429,22.553,1292.355,2.82,0.494,0.232,0.201,18.88
9122,1,2501,617646.03,4613612.14,5,0,2,71342450.2,194902.4502,1.8,1995.549,127.116,0.429,22.553,1292.385,2.789,0.411,0.224,0.201,17.82
9123,1,2502,617646.03,4613612.22,5,0,2,71342550.2,194902.5502,1.8,1995.148,127.113,0.429,22.554,1292.45,2.726,0.303,0.207,0.2,15.23
9124,1,2503,617646.03,4613612.29,5,0,2,71342650.2,194902.6502,1.7,2000,127.174,0.42,22.575,1320.19,2.72,0.267,0.2,0.2,13.84
9125,1,2504,617646.03,4613612.36,5,0,2,71342750.2,194902.7502,1.7,1999.999,127.174,0.42,22.575,1320.174,2.731,0.278,0.211,0.2,13.28
9126,1,2505,617646.03,4613612.44,5,0,2,71342850.2,194902.8502,1.7,1999.768,127.173,0.419,22.575,1320.217,2.691,0.241,0.204,0.2,14.22
9127,1,2506,617646.03,4613612.51,5,0,2,71342950.2,194902.9502,1.8,1999.533,127.172,0.419,22.575,1320.262,2.65,0.211,0.2,0.2,13.04
9128,1,2507,617646.02,4613612.58,5,0,2,71343050.2,194903.0502,1.7,2000,127.175,0.419,22.575,1320.112,2.789,0.33,0.232,0.201,14.01
9129,1,2508,617646.01,4613612.63,5,0,2,71343150.2,194903.1502,1.7,1825.513,126.388,0.487,21.366,1214.084,2.649,0.4,0.22,6,16.12
9130,1,2509,617645.99,4613612.69,5,0,2,71343250.2,194903.2502,1.7,1825.224,126.387,0.487,21.39,1214.08,2.615,0.332,0.2,5.748,14.42
9131,1,2510,617645.98,4613612.74,5,0,2,71343350.2,194903.3502,1.7,1855.688,126.474,0.473,21.776,1243.546,2.63,0.307,0.234,0.298,12.11
9132,1,2511,617645.96,4613612.8,5,0,2,71343450.2,194903.4502,1.7,1855.949,126.475,0.473,21.775,1243.494,2.674,0.376,0.251,0.299,12.83
9133,1,2512,617645.95,4613612.85,5,0,2,71343550.2,194903.5502,1.8,1856.09,126.477,0.473,21.775,1243.472,2.697,0.426,0.249,0.299,14.61
9134,1,2513,617645.93,4613612.91,5,0,2,71343650.2,194903.6502,1.8,2000,127.066,0.416,21.899,1365.585,2.83,0.317,0.22,0.2,16.98
9135,1,2514,617645.92,4613612.96,5,0,2,71343750.2,194903.7502,1.8,2000,127.223,0.393,21.946,1419.095,2.86,0.274,0.212,0.2,16.86
9136,1,2515,617645.9,4613613.02,5,0,2,71343850.2,194903.8502,1.7,1836.964,126.808,0.444,21.538,1305.303,2.757,0.33,0.2,4.745,16.68
9137,1,2516,617645.89,4613613.07,5,0,2,71343950.2,194903.9502,1.8,1836.811,126.812,0.448,21.593,1305.357,2.739,0.305,0.2,4.028,15.44
9138,1,2517,617645.88,4613613.13,5,0,2,71344050.2,194904.0502,1.7,1868.271,126.862,0.436,21.96,1336.956,2.695,0.236,0.208,0.288,13.84
9139,1,2518,617645.88,4613613.18,5,0,2,71344150.2,194904.1502,1.6,1868.612,126.864,0.436,21.959,1336.891,2.754,0.286,0.219,0.289,15.81
9140,1,2519,617645.88,4613613.24,5,0,2,71344250.2,194904.2502,1.7,1868.249,126.862,0.436,21.96,1336.96,2.692,0.23,0.206,0.288,15.69
9141,1,2520,617645.88,4613613.3,5,0,2,71344350.2,194904.3502,1.7,1867.778,126.86,0.436,21.961,1337.051,2.61,0.2,0.2,0.287,14.64
9142,1,2521,617645.88,4613613.35,5,0,2,71344450.2,194904.4502,1.9,1867.83,126.862,0.437,21.962,1337.068,2.621,0.206,0.2,0.285,14.89
9143,1,2522,617645.88,4613613.41,5,0,2,71344550.2,194904.5502,1.9,1885.725,126.89,0.431,21.99,1356.186,2.662,0.224,0.2,0.222,14.98
9144,1,2523,617645.87,4613613.46,5,0,2,71344650.2,194904.6502,1.9,1808.14,126.759,0.459,21.751,1274.427,2.635,0.25,0.2,1.544,13.39
9145,1,2524,617645.87,4613613.52,5,0,2,71344750.2,194904.7502,1.8,1808.018,126.76,0.46,21.736,1274.068,2.669,0.283,0.2,1.73,15.8
9146,1,2525,617645.87,4613613.57,5,0,2,71344850.2,194904.8502,1.8,1856.105,126.897,0.443,21.963,1315.092,2.75,0.321,0.223,0.244,15.11
9147,1,2526,617645.87,4613613.63,5,0,2,71344950.2,194904.9502,1.8,1855.89,126.896,0.443,21.963,1315.127,2.715,0.278,0.219,0.244,14.4
9148,1,2527,617645.86,4613613.68,5,0,2,71345050.2,194905.0502,1.6,1855.707,126.895,0.443,21.963,1315.162,2.684,0.248,0.209,0.244,14.24
9149,1,2528,617645.85,4613613.74,5,0,2,71345150.2,194905.1502,1.8,1855.95,126.896,0.443,21.963,1315.117,2.725,0.287,0.209,0.244,15.66
9150,1,2529,617645.83,4613613.79,5,0,2,71345250.2,194905.2502,1.9,1856.422,126.899,0.443,21.963,1315.031,2.801,0.39,0.228,0.245,15.69
9151,1,2530,617645.82,4613613.85,5,0,2,71345350.2,194905.3502,1.9,1856.302,126.898,0.443,21.963,1315.048,2.782,0.356,0.227,0.245,15.68
9152,1,2531,617645.8,4613613.91,5,0,2,71345450.2,194905.4502,1.9,1856.151,126.897,0.443,21.963,1315.07,2.757,0.319,0.226,0.245,14.23
9153,1,2532,617645.79,4613613.96,5,0,2,71345550.2,194905.5502,1.8,1762.575,126.597,0.478,21.595,1245.713,2.67,0.332,0.2,4.448,14.45
9154,1,2533,617645.77,4613614.02,5,0,2,71345650.2,194905.6502,1.7,1762.677,126.6,0.479,21.601,1245.704,2.69,0.364,0.2,4.478,15.75
9155,1,2534,617645.76,4613614.07,5,0,2,71345750.2,194905.7502,1.8,1799.792,126.729,0.464,21.936,1275.037,2.729,0.36,0.24,0.305,15.61
9156,1,2535,617645.75,4613614.13,5,0,2,71345850.2,194905.8502,1.7,1922.282,126.968,0.423,22.052,1398.97,2.734,0.241,0.2,0.2,16.42
9157,1,2536,617645.73,4613614.18,5,0,2,71345950.2,194905.9502,1.9,2000,127.196,0.391,22.121,1489.639,2.87,0.268,0.204,0.2,16.07
9158,1,2537,617645.72,4613614.25,5,0,2,71346050.2,194906.0502,1.8,1819.177,126.767,0.446,21.683,1371.461,2.761,0.325,0.2,4.744,15.95
9159,1,2538,617645.72,4613614.32,5,0,2,71346150.2,194906.1502,1.8,1853.507,126.811,0.433,22.192,1408.446,2.66,0.205,0.201,0.25,15.02
9160,1,2539,617645.72,4613614.39,5,0,2,71346250.2,194906.2502,1.7,1853.532,126.812,0.434,22.194,1408.462,2.665,0.208,0.2,0.249,16.52
9161,1,2540,617645.72,4613614.47,5,0,2,71346350.2,194906.3502,1.8,1854.805,126.818,0.434,22.192,1408.211,2.87,0.43,0.249,0.252,15.88
9162,1,2541,617645.72,4613614.54,5,0,2,71346450.2,194906.4502,1.8,1982,127.054,0.397,22.279,1502.418,2.842,0.246,0.206,0.2,14.38
9163,1,2542,617645.72,4613614.62,5,0,2,71346550.2,194906.5502,1.9,1981.611,127.053,0.398,22.28,1502.497,2.775,0.201,0.2,0.2,13.01
9164,1,2543,617645.72,4613614.69,5,0,2,71346650.2,194906.6502,1.7,1981.392,127.053,0.398,22.28,1502.54,2.735,0.2,0.2,0.2,11.33
9165,1,2544,617645.71,4613614.76,5,0,2,71346750.2,194906.7502,1.8,1820.979,126.768,0.454,21.821,1375.95,2.698,0.256,0.2,5.022,14.38
9166,1,2545,617645.71,4613614.84,5,0,2,71346850.2,194906.8502,1.7,1821.072,126.772,0.457,21.854,1375.966,2.72,0.276,0.2,4.709,15.2
9167,1,2546,617645.71,4613614.91,5,0,2,71346950.2,194906.9502,1.8,1821.152,126.776,0.46,21.885,1375.983,2.739,0.296,0.2,4.418,15.08
9168,1,2547,617645.71,4613614.98,5,0,2,71347050.2,194907.0502,1.8,1821.196,126.779,0.462,21.901,1375.992,2.749,0.307,0.2,4.271,13.75
9169,1,2548,617645.71,4613615.03,5,0,2,71347150.2,194907.1502,1.7,1849.973,126.833,0.451,22.245,1401.834,2.733,0.263,0.218,0.312,13.5
9170,1,2549,617645.71,4613615.09,5,0,2,71347250.2,194907.2502,1.8,1849.996,126.833,0.451,22.246,1401.834,2.737,0.267,0.209,0.312,16.16
9171,1,2550,617645.71,4613615.14,5,0,2,71347350.2,194907.3502,1.8,1849.849,126.832,0.451,22.246,1401.855,2.713,0.246,0.215,0.312,13.57
