Line,Sample,X,Y,Mark,Status,GPSStat,Time[ms],Time[hhmmss.sss],PowerLn, ResLayer_1, ResLayer_2, ResLayer_3, ResLayer_4, ResLayer_5, ThiLayer_1, ThiLayer_2, ThiLayer_3, ThiLayer_4,FitError(%)
1.0,37.0,617645.19,4613604.21,0.0,0.0,2.0,71046995.7,194406.9957,1.7, 992.544, 19.050, 0.595, 8.515, 1746.060, 2.212, 0.225, 0.204, 0.200, 13.06
1.0,38.0,617645.18,4613604.21,0.0,0.0,2.0,71047095.7,194407.0957,1.8, 997.327, 19.061, 0.591, 8.520, 1755.508, 2.228, 0.213, 0.213, 0.200, 13.49
1.0,39.0,617645.17,4613604.2,0.0,0.0,2.0,71047195.7,194407.1957,1.8, 996.697, 19.058, 0.592, 8.522, 1755.691, 2.132, 0.200, 0.200, 0.200, 14.23
1.0,40.0,617645.15,4613604.2,0.0,0.0,2.0,71047295.7,194407.2957,1.7, 996.779, 19.062, 0.596, 8.526, 1755.754, 2.145, 0.207, 0.200, 0.200, 15.17
1.0,41.0,617645.14,4613604.2,0.0,0.0,2.0,71047395.7,194407.3957,1.7, 996.764, 19.065, 0.599, 8.528, 1755.818, 2.143, 0.203, 0.200, 0.200, 15.05
1.0,42.0,617645.12,4613604.2,0.0,0.0,2.0,71047495.7,194407.4957,1.7, 996.760, 19.068, 0.602, 8.531, 1755.885, 2.143, 0.200, 0.200, 0.200, 13.51
1.0,43.0,617645.11,4613604.2,0.0,0.0,2.0,71047595.7,194407.5957,1.8, 996.695, 19.067, 0.601, 8.531, 1755.902, 2.134, 0.200, 0.202, 0.200, 12.87
1.0,44.0,617645.1,4613604.2,0.0,0.0,2.0,71047695.7,194407.6957,1.8, 1001.913, 19.086, 0.598, 8.536, 1764.301, 2.229, 0.257, 0.219, 0.200, 11.71
1.0,45.0,617645.08,4613604.2,0.0,0.0,2.0,71047795.7,194407.7957,1.8, 1002.405, 19.086, 0.598, 8.537, 1765.605, 2.202, 0.222, 0.218, 0.200, 13.17
1.0,46.0,617645.07,4613604.2,0.0,0.0,2.0,71047895.7,194407.8957,1.7, 1004.929, 19.092, 0.596, 8.540, 1770.635, 2.208, 0.214, 0.216, 0.200, 12.89
1.0,47.0,617645.06,4613604.2,0.0,0.0,2.0,71047995.7,194407.9957,1.8, 1006.484, 19.093, 0.593, 8.543, 1775.374, 2.104, 0.200, 0.205, 0.200, 14.39
1.0,48.0,617645.04,4613604.2,0.0,0.0,2.0,71048095.7,194408.0957,1.7, 1006.454, 19.093, 0.593, 8.543, 1775.383, 2.099, 0.200, 0.205, 0.200, 13.16
1.0,49.0,617645.03,4613604.2,0.0,0.0,2.0,71048195.7,194408.1957,1.7, 1006.550, 19.093, 0.593, 8.543, 1775.353, 2.114, 0.213, 0.208, 0.201, 12.84
1.0,50.0,617645.01,4613604.2,0.0,0.0,2.0,71048295.7,194408.2957,1.8, 1010.562, 19.107, 0.591, 8.547, 1782.788, 2.169, 0.243, 0.212, 0.200, 12.85
1.0,51.0,617645.0,4613604.2,0.0,0.0,2.0,71048395.7,194408.3957,1.8, 1013.651, 19.117, 0.588, 8.551, 1788.463, 2.190, 0.243, 0.216, 0.200, 12.12
1.0,52.0,617644.99,4613604.2,0.0,0.0,2.0,71048495.7,194408.4957,1.7, 1015.884, 19.124, 0.587, 8.553, 1792.370, 2.207, 0.245, 0.221, 0.200, 12.17
1.0,53.0,617644.97,4613604.2,0.0,0.0,2.0,71048595.7,194408.5957,1.7, 1020.929, 19.140, 0.583, 8.558, 1800.758, 2.250, 0.255, 0.221, 0.200, 13.41
1.0,54.0,617644.96,4613604.2,0.0,0.0,2.0,71048695.7,194408.6957,1.7, 1024.950, 19.150, 0.581, 8.564, 1808.750, 2.242, 0.219, 0.211, 0.200, 13.80
1.0,55.0,617644.94,4613604.2,0.0,0.0,2.0,71048795.7,194408.7957,1.7, 1025.286, 19.150, 0.580, 8.564, 1809.617, 2.228, 0.205, 0.206, 0.200, 13.05
1.0,56.0,617644.93,4613604.2,0.0,0.0,2.0,71048895.7,194408.8957,1.7, 1028.154, 19.158, 0.578, 8.566, 1813.891, 2.279, 0.234, 0.223, 0.200, 10.27
1.0,57.0,617644.92,4613604.2,0.0,0.0,2.0,71048995.7,194408.9957,1.6, 1030.136, 19.163, 0.577, 8.568, 1816.916, 2.289, 0.233, 0.235, 0.200, 9.57
1.0,58.0,617644.89,4613604.24,0.0,0.0,2.0,71049095.7,194409.0957,1.6, 1030.851, 19.163, 0.576, 8.570, 1818.574, 2.249, 0.200, 0.220, 0.200, 11.78
1.0,59.0,617644.86,4613604.27,0.0,0.0,2.0,71049195.7,194409.1957,1.7, 1030.667, 19.163, 0.576, 8.570, 1818.625, 2.220, 0.200, 0.209, 0.200, 13.39
1.0,60.0,617644.83,4613604.31,0.0,0.0,2.0,71049295.7,194409.2957,1.7, 1028.996, 19.159, 0.577, 8.569, 1815.649, 2.182, 0.200, 0.200, 0.208, 13.53
1.0,61.0,617644.8,4613604.35,0.0,0.0,2.0,71049395.7,194409.3957,1.8, 1030.331, 19.162, 0.576, 8.570, 1818.378, 2.194, 0.203, 0.201, 0.200, 11.89
1.0,62.0,617644.78,4613604.38,0.0,0.0,2.0,71049495.7,194409.4957,1.7, 1034.145, 19.172, 0.574, 8.574, 1825.141, 2.238, 0.221, 0.209, 0.200, 12.67
1.0,63.0,617644.75,4613604.42,0.0,0.0,2.0,71049595.7,194409.5957,1.7, 1037.376, 19.179, 0.572, 8.578, 1830.944, 2.254, 0.219, 0.212, 0.200, 12.13
1.0,64.0,617644.72,4613604.46,0.0,0.0,2.0,71049695.7,194409.6957,1.7, 1036.832, 19.177, 0.572, 8.580, 1831.129, 2.168, 0.200, 0.200, 0.200, 11.20
1.0,65.0,617644.69,4613604.49,0.0,0.0,2.0,71049795.7,194409.7957,1.7, 1036.866, 19.179, 0.574, 8.581, 1831.156, 2.174, 0.203, 0.200, 0.200, 12.94
1.0,66.0,617644.66,4613604.53,0.0,0.0,2.0,71049895.7,194409.8957,1.8, 1036.835, 19.178, 0.574, 8.581, 1831.158, 2.169, 0.200, 0.209, 0.200, 13.62
1.0,67.0,617644.63,4613604.56,0.0,0.0,2.0,71049995.7,194409.9957,1.7, 1036.213, 19.176, 0.573, 8.582, 1831.143, 2.121, 0.200, 0.205, 0.200, 13.18
1.0,68.0,617644.62,4613604.62,0.0,0.0,2.0,71050095.7,194410.0957,1.6, 1036.254, 19.178, 0.575, 8.584, 1831.172, 2.128, 0.204, 0.200, 0.200, 13.25
1.0,69.0,617644.6,4613604.67,0.0,0.0,2.0,71050195.7,194410.1957,1.6, 1036.300, 19.181, 0.578, 8.586, 1831.204, 2.136, 0.208, 0.200, 0.200, 13.33
1.0,70.0,617644.59,4613604.73,0.0,0.0,2.0,71050295.7,194410.2957,1.7, 1036.152, 19.181, 0.578, 8.587, 1830.858, 2.136, 0.209, 0.200, 0.200, 11.94
1.0,71.0,617644.57,4613604.79,0.0,0.0,2.0,71050395.7,194410.3957,1.7, 1037.457, 19.186, 0.578, 8.588, 1832.991, 2.174, 0.238, 0.209, 0.200, 10.62
1.0,72.0,617644.56,4613604.84,0.0,0.0,2.0,71050495.7,194410.4957,1.7, 1037.649, 19.186, 0.577, 8.588, 1833.530, 2.164, 0.226, 0.212, 0.200, 10.07
1.0,73.0,617644.54,4613604.9,0.0,0.0,2.0,71050595.7,194410.5957,1.7, 1041.683, 19.197, 0.574, 8.593, 1841.267, 2.190, 0.226, 0.211, 0.200, 12.52
1.0,74.0,617644.53,4613604.95,0.0,0.0,2.0,71050695.7,194410.6957,1.7, 1041.629, 19.198, 0.576, 8.594, 1841.312, 2.181, 0.216, 0.200, 0.200, 11.88
1.0,75.0,617644.51,4613605.01,0.0,0.0,2.0,71050795.7,194410.7957,1.7, 1041.557, 19.198, 0.576, 8.595, 1841.343, 2.171, 0.206, 0.200, 0.200, 11.31
1.0,76.0,617644.5,4613605.06,0.0,0.0,2.0,71050895.7,194410.8957,1.7, 1044.747, 19.207, 0.575, 8.598, 1847.263, 2.213, 0.227, 0.204, 0.200, 12.61
1.0,77.0,617644.48,4613605.12,0.0,0.0,2.0,71050995.7,194410.9957,1.6, 1049.005, 19.220, 0.572, 8.602, 1854.551, 2.258, 0.245, 0.212, 0.200, 11.46
1.0,78.0,617644.47,4613605.17,0.0,0.0,2.0,71051095.7,194411.0957,1.6, 1059.183, 19.238, 0.563, 8.618, 1878.815, 2.151, 0.200, 0.201, 0.200, 11.57
1.0,79.0,617644.46,4613605.23,0.0,0.0,2.0,71051195.7,194411.1957,1.8, 1060.556, 19.241, 0.562, 8.619, 1881.408, 2.174, 0.213, 0.204, 0.200, 11.28
1.0,80.0,617644.44,4613605.28,0.0,0.0,2.0,71051295.7,194411.2957,1.6, 1061.675, 19.246, 0.562, 8.620, 1882.830, 2.221, 0.255, 0.213, 0.200, 11.17
1.0,81.0,617644.43,4613605.34,0.0,0.0,2.0,71051395.7,194411.3957,1.6, 1067.689, 19.257, 0.557, 8.629, 1896.993, 2.161, 0.200, 0.200, 0.200, 11.16
1.0,82.0,617644.41,4613605.39,0.0,0.0,2.0,71051495.7,194411.4957,1.7, 1067.525, 19.257, 0.557, 8.630, 1897.060, 2.135, 0.200, 0.200, 0.200, 10.24
1.0,83.0,617644.4,4613605.45,0.0,0.0,2.0,71051595.7,194411.5957,1.6, 1067.588, 19.260, 0.560, 8.633, 1897.104, 2.146, 0.206, 0.200, 0.200, 10.65
1.0,84.0,617644.38,4613605.5,0.0,0.0,2.0,71051695.7,194411.6957,1.8, 1067.696, 19.266, 0.565, 8.637, 1897.179, 2.164, 0.217, 0.200, 0.200, 12.31
1.0,85.0,617644.37,4613605.56,0.0,0.0,2.0,71051795.7,194411.7957,1.7, 1067.750, 19.271, 0.570, 8.641, 1897.250, 2.174, 0.222, 0.200, 0.200, 13.45
1.0,86.0,617644.35,4613605.61,0.0,0.0,2.0,71051895.7,194411.8957,1.8, 1067.641, 19.272, 0.571, 8.643, 1897.318, 2.158, 0.205, 0.200, 0.200, 13.33
1.0,87.0,617644.34,4613605.67,0.0,0.0,2.0,71051995.7,194411.9957,1.6, 1067.691, 19.275, 0.574, 8.645, 1897.353, 2.166, 0.210, 0.200, 0.200, 13.35
1.0,88.0,617644.34,4613605.73,0.0,0.0,2.0,71052095.7,194412.0957,1.7, 1067.716, 19.276, 0.575, 8.646, 1897.370, 2.170, 0.212, 0.200, 0.200, 13.05
1.0,89.0,617644.33,4613605.78,0.0,0.0,2.0,71052195.7,194412.1957,1.7, 1067.742, 19.277, 0.576, 8.648, 1897.390, 2.174, 0.215, 0.200, 0.200, 12.95
1.0,90.0,617644.33,4613605.84,0.0,0.0,2.0,71052295.7,194412.2957,1.7, 1067.838, 19.283, 0.581, 8.652, 1897.462, 2.190, 0.225, 0.200, 0.200, 13.92
1.0,91.0,617644.33,4613605.89,0.0,0.0,2.0,71052395.7,194412.3957,1.7, 1067.769, 19.285, 0.583, 8.654, 1897.525, 2.181, 0.213, 0.200, 0.200, 14.46
1.0,92.0,617644.33,4613605.95,0.0,0.0,2.0,71052495.7,194412.4957,1.7, 1067.784, 19.286, 0.584, 8.655, 1897.538, 2.183, 0.215, 0.200, 0.200, 16.06
1.0,93.0,617644.33,4613606.0,0.0,0.0,2.0,71052595.7,194412.5957,1.7, 1067.693, 19.285, 0.584, 8.655, 1897.557, 2.170, 0.203, 0.202, 0.200, 15.19
1.0,94.0,617644.33,4613606.06,0.0,0.0,2.0,71052695.7,194412.6957,1.7, 1067.719, 19.285, 0.584, 8.655, 1897.546, 2.173, 0.206, 0.209, 0.200, 13.21
1.0,95.0,617644.33,4613606.11,0.0,0.0,2.0,71052795.7,194412.7957,1.7, 1067.828, 19.286, 0.584, 8.655, 1897.517, 2.191, 0.221, 0.208, 0.201, 12.64
1.0,96.0,617644.33,4613606.17,0.0,0.0,2.0,71052895.7,194412.8957,1.7, 1071.085, 19.296, 0.582, 8.658, 1903.067, 2.233, 0.243, 0.214, 0.200, 11.73
1.0,97.0,617644.33,4613606.22,0.0,0.0,2.0,71052995.7,194412.9957,1.7, 1071.340, 19.294, 0.580, 8.659, 1904.707, 2.148, 0.200, 0.209, 0.200, 12.72
1.0,98.0,617644.33,4613606.28,0.0,0.0,2.0,71053095.7,194413.0957,1.7, 1071.077, 19.295, 0.582, 8.661, 1904.825, 2.107, 0.201, 0.200, 0.200, 12.21
1.0,99.0,617644.33,4613606.34,0.0,0.0,2.0,71053195.7,194413.1957,1.5, 1071.205, 19.302, 0.589, 8.667, 1904.919, 2.128, 0.214, 0.200, 0.200, 13.71
1.0,100.0,617644.32,4613606.39,0.0,0.0,2.0,71053295.7,194413.2957,1.8, 1071.200, 19.307, 0.593, 8.672, 1905.022, 2.128, 0.209, 0.200, 0.200, 13.88
1.0,101.0,617644.32,4613606.45,0.0,0.0,2.0,71053395.7,194413.3957,1.7, 1071.224, 19.308, 0.595, 8.673, 1905.041, 2.132, 0.211, 0.200, 0.200, 14.02
1.0,102.0,617644.32,4613606.5,0.0,0.0,2.0,71053495.7,194413.4957,1.8, 1075.827, 19.323, 0.592, 8.678, 1913.434, 2.195, 0.244, 0.214, 0.200, 12.60
1.0,103.0,617644.32,4613606.56,0.0,0.0,2.0,71053595.7,194413.5957,1.8, 1075.728, 19.323, 0.591, 8.678, 1913.458, 2.180, 0.228, 0.212, 0.200, 10.87
1.0,104.0,617644.32,4613606.61,0.0,0.0,2.0,71053695.7,194413.6957,1.8, 1075.454, 19.321, 0.591, 8.678, 1913.531, 2.138, 0.200, 0.207, 0.200, 12.14
1.0,105.0,617644.32,4613606.67,0.0,0.0,2.0,71053795.7,194413.7957,1.8, 1073.768, 19.316, 0.592, 8.677, 1910.290, 2.093, 0.200, 0.200, 0.209, 13.61
1.0,106.0,617644.32,4613606.72,0.0,0.0,2.0,71053895.7,194413.8957,1.6, 1077.755, 19.329, 0.589, 8.681, 1918.010, 2.151, 0.231, 0.215, 0.200, 12.91
1.0,107.0,617644.32,4613606.78,0.0,0.0,2.0,71053995.7,194413.9957,1.7, 1083.317, 19.348, 0.585, 8.687, 1927.899, 2.204, 0.248, 0.221, 0.200, 13.88
1.0,108.0,617644.33,4613606.82,0.0,0.0,2.0,71054095.7,194414.0957,1.6, 1081.636, 19.342, 0.587, 8.687, 1925.427, 2.120, 0.200, 0.200, 0.206, 14.13
1.0,109.0,617644.34,4613606.86,0.0,0.0,2.0,71054195.7,194414.1957,1.7, 1081.716, 19.347, 0.591, 8.691, 1925.492, 2.133, 0.207, 0.200, 0.200, 12.49
1.0,110.0,617644.36,4613606.89,0.0,0.0,2.0,71054295.7,194414.2957,1.7, 1081.743, 19.350, 0.595, 8.694, 1925.562, 2.138, 0.208, 0.200, 0.200, 14.07
1.0,111.0,617644.37,4613606.93,0.0,0.0,2.0,71054395.7,194414.3957,1.7, 1041.099, 19.265, 0.618, 8.660, 1860.888, 2.047, 0.207, 0.200, 0.200, 14.90
1.0,112.0,617644.38,4613606.97,0.0,0.0,2.0,71054495.7,194414.4957,1.8, 1041.099, 19.267, 0.620, 8.661, 1860.925, 2.047, 0.205, 0.200, 0.200, 13.34
1.0,113.0,617644.4,4613607.0,0.0,0.0,2.0,71054595.7,194414.5957,1.8, 1040.973, 19.266, 0.620, 8.662, 1860.971, 2.029, 0.200, 0.200, 0.200, 14.77
1.0,114.0,617644.41,4613607.04,0.0,0.0,2.0,71054695.7,194414.6957,1.7, 1044.432, 19.280, 0.618, 8.665, 1867.451, 2.105, 0.257, 0.216, 0.200, 13.87
1.0,115.0,617644.42,4613607.08,0.0,0.0,2.0,71054795.7,194414.7957,1.6, 1051.180, 19.318, 0.613, 8.671, 1877.561, 2.206, 0.324, 0.238, 0.200, 11.03
1.0,116.0,617644.44,4613607.12,0.0,0.0,2.0,71054895.7,194414.8957,1.6, 1064.338, 19.390, 0.604, 8.682, 1894.876, 2.324, 0.329, 0.251, 0.200, 12.94
1.0,117.0,617644.45,4613607.15,0.0,0.0,2.0,71054995.7,194414.9957,1.6, 1069.189, 19.404, 0.600, 8.687, 1902.909, 2.303, 0.247, 0.232, 0.200, 12.23
1.0,118.0,617644.45,4613607.21,0.0,0.0,2.0,71055095.7,194415.0957,1.9, 1070.557, 19.406, 0.599, 8.689, 1906.090, 2.264, 0.202, 0.221, 0.200, 12.03
1.0,119.0,617644.45,4613607.26,0.0,0.0,2.0,71055195.7,194415.1957,1.8, 1070.186, 19.404, 0.598, 8.690, 1906.187, 2.206, 0.200, 0.212, 0.200, 12.36
1.0,120.0,617644.45,4613607.32,0.0,0.0,2.0,71055295.7,194415.2957,1.6, 1067.607, 19.398, 0.601, 8.691, 1903.002, 2.127, 0.202, 0.200, 0.200, 13.57
1.0,121.0,617644.45,4613607.37,0.0,0.0,2.0,71055395.7,194415.3957,1.8, 1067.500, 19.398, 0.602, 8.692, 1903.051, 2.111, 0.200, 0.200, 0.200, 13.12
1.0,122.0,617644.45,4613607.43,0.0,0.0,2.0,71055495.7,194415.4957,1.8, 1067.435, 19.398, 0.602, 8.693, 1903.082, 2.101, 0.200, 0.200, 0.200, 12.53
1.0,123.0,617644.45,4613607.49,0.0,0.0,2.0,71055595.7,194415.5957,1.8, 1067.467, 19.400, 0.604, 8.694, 1903.107, 2.106, 0.203, 0.200, 0.200, 12.61
1.0,124.0,617644.44,4613607.54,0.0,0.0,2.0,71055695.7,194415.6957,1.7, 1073.644, 19.430, 0.601, 8.699, 1911.867, 2.244, 0.305, 0.223, 0.200, 12.11
1.0,125.0,617644.44,4613607.6,0.0,0.0,2.0,71055795.7,194415.7957,1.6, 1079.739, 19.451, 0.596, 8.705, 1922.583, 2.261, 0.264, 0.219, 0.200, 13.64
1.0,126.0,617644.44,4613607.65,0.0,0.0,2.0,71055895.7,194415.8957,1.8, 1080.330, 19.451, 0.595, 8.706, 1924.332, 2.213, 0.207, 0.215, 0.200, 12.11
1.0,127.0,617644.44,4613607.71,0.0,0.0,2.0,71055995.7,194415.9957,1.8, 1079.468, 19.446, 0.594, 8.707, 1924.572, 2.079, 0.200, 0.203, 0.200, 13.86
1.0,128.0,617644.41,4613607.76,0.0,0.0,2.0,71056095.7,194416.0957,1.8, 1084.902, 19.467, 0.591, 8.713, 1934.312, 2.176, 0.261, 0.209, 0.200, 13.13
1.0,129.0,617644.39,4613607.82,0.0,0.0,2.0,71056195.7,194416.1957,1.7, 1090.997, 19.492, 0.588, 8.719, 1944.607, 2.236, 0.281, 0.213, 0.200, 12.57
1.0,130.0,617644.36,4613607.87,0.0,0.0,2.0,71056295.7,194416.2957,1.8, 1092.389, 19.497, 0.588, 8.722, 1947.460, 2.214, 0.235, 0.200, 0.200, 14.11
1.0,131.0,617644.33,4613607.93,0.0,0.0,2.0,71056395.7,194416.3957,1.7, 1092.260, 19.498, 0.589, 8.724, 1947.533, 2.196, 0.215, 0.200, 0.200, 14.07
1.0,132.0,617644.3,4613607.98,0.0,0.0,2.0,71056495.7,194416.4957,1.7, 1092.250, 19.498, 0.589, 8.724, 1947.533, 2.194, 0.214, 0.205, 0.200, 13.29
1.0,133.0,617644.27,4613608.04,0.0,0.0,2.0,71056595.7,194416.5957,1.6, 1092.143, 19.497, 0.589, 8.724, 1947.561, 2.178, 0.200, 0.203, 0.200, 13.58
1.0,134.0,617644.24,4613608.09,0.0,0.0,2.0,71056695.7,194416.6957,1.6, 1092.143, 19.500, 0.592, 8.726, 1947.616, 2.179, 0.200, 0.200, 0.200, 13.75
1.0,135.0,617644.21,4613608.15,0.0,0.0,2.0,71056795.7,194416.7957,1.7, 1092.275, 19.507, 0.598, 8.732, 1947.710, 2.200, 0.211, 0.200, 0.200, 12.88
1.0,136.0,617644.19,4613608.2,0.0,0.0,2.0,71056895.7,194416.8957,1.9, 1092.304, 19.510, 0.601, 8.734, 1947.760, 2.205, 0.213, 0.200, 0.200, 13.76
1.0,137.0,617644.16,4613608.26,0.0,0.0,2.0,71056995.7,194416.9957,1.9, 1092.165, 19.510, 0.601, 8.735, 1947.812, 2.185, 0.200, 0.200, 0.200, 12.55
1.0,138.0,617644.13,4613608.31,0.0,0.0,2.0,71057095.7,194417.0957,1.7, 1092.380, 19.511, 0.601, 8.735, 1947.751, 2.217, 0.227, 0.206, 0.201, 13.00
1.0,139.0,617644.1,4613608.37,0.0,0.0,2.0,71057195.7,194417.1957,1.7, 1092.172, 19.509, 0.601, 8.735, 1947.807, 2.186, 0.200, 0.202, 0.200, 14.20
1.0,140.0,617644.07,4613608.42,0.0,0.0,2.0,71057295.7,194417.2957,1.8, 1092.004, 19.509, 0.602, 8.736, 1947.870, 2.161, 0.200, 0.200, 0.200, 12.31
1.0,141.0,617644.04,4613608.48,0.0,0.0,2.0,71057395.7,194417.3957,1.8, 1091.906, 19.509, 0.602, 8.737, 1947.912, 2.147, 0.200, 0.200, 0.200, 11.27
1.0,142.0,617644.01,4613608.53,0.0,0.0,2.0,71057495.7,194417.4957,1.8, 1091.656, 19.508, 0.602, 8.737, 1947.996, 2.109, 0.200, 0.200, 0.200, 11.92
1.0,143.0,617643.98,4613608.59,0.0,0.0,2.0,71057595.7,194417.5957,1.6, 1096.454, 19.529, 0.600, 8.741, 1954.825, 2.228, 0.291, 0.228, 0.200, 11.84
1.0,144.0,617643.96,4613608.64,0.0,0.0,2.0,71057695.7,194417.6957,1.8, 1102.682, 19.554, 0.596, 8.747, 1964.576, 2.275, 0.290, 0.228, 0.200, 12.28
1.0,145.0,617643.93,4613608.7,0.0,0.0,2.0,71057795.7,194417.7957,1.7, 1107.793, 19.571, 0.592, 8.752, 1973.273, 2.288, 0.259, 0.218, 0.200, 12.39
1.0,146.0,617643.9,4613608.75,0.0,0.0,2.0,71057895.7,194417.8957,1.7, 1108.912, 19.573, 0.591, 8.753, 1975.242, 2.284, 0.246, 0.220, 0.200, 13.14
1.0,147.0,617643.87,4613608.81,0.0,0.0,2.0,71057995.7,194417.9957,1.8, 1109.510, 19.573, 0.590, 8.755, 1977.371, 2.200, 0.200, 0.207, 0.200, 13.94
1.0,148.0,617643.87,4613608.86,0.0,0.0,2.0,71058095.7,194418.0957,1.7, 1111.437, 19.580, 0.589, 8.756, 1979.938, 2.265, 0.249, 0.219, 0.200, 11.58
1.0,149.0,617643.87,4613608.92,0.0,0.0,2.0,71058195.7,194418.1957,1.8, 1113.478, 19.587, 0.588, 8.758, 1982.557, 2.307, 0.284, 0.234, 0.200, 10.81
1.0,150.0,617643.87,4613608.98,0.0,0.0,2.0,71058295.7,194418.2957,1.7, 1113.610, 19.586, 0.588, 8.759, 1983.309, 2.260, 0.225, 0.218, 0.200, 10.80
1.0,151.0,617643.86,4613609.03,0.0,0.0,2.0,71058395.7,194418.3957,1.8, 1113.586, 19.586, 0.588, 8.759, 1983.318, 2.256, 0.222, 0.211, 0.200, 11.25
1.0,152.0,617643.86,4613609.09,0.0,0.0,2.0,71058495.7,194418.4957,1.8, 1112.974, 19.582, 0.587, 8.759, 1983.480, 2.163, 0.200, 0.202, 0.200, 12.01
1.0,153.0,617643.86,4613609.14,0.0,0.0,2.0,71058595.7,194418.5957,1.8, 1113.037, 19.586, 0.590, 8.762, 1983.524, 2.173, 0.205, 0.200, 0.200, 13.72
1.0,154.0,617643.86,4613609.2,0.0,0.0,2.0,71058695.7,194418.6957,1.7, 1113.089, 19.589, 0.593, 8.765, 1983.575, 2.182, 0.210, 0.200, 0.200, 14.66
1.0,155.0,617643.86,4613609.25,0.0,0.0,2.0,71058795.7,194418.7957,1.6, 1112.800, 19.588, 0.594, 8.767, 1983.684, 2.139, 0.200, 0.200, 0.200, 15.30
1.0,156.0,617643.86,4613609.31,0.0,0.0,2.0,71058895.7,194418.8957,1.7, 1112.745, 19.589, 0.594, 8.767, 1983.708, 2.131, 0.200, 0.200, 0.200, 13.15
1.0,157.0,617643.86,4613609.36,0.0,0.0,2.0,71058995.7,194418.9957,1.7, 1112.769, 19.589, 0.594, 8.767, 1983.700, 2.134, 0.203, 0.202, 0.200, 11.48
1.0,158.0,617643.85,4613609.4,0.0,0.0,2.0,71059095.7,194419.0957,1.7, 1112.811, 19.591, 0.596, 8.769, 1983.730, 2.141, 0.207, 0.200, 0.200, 12.70
1.0,159.0,617643.83,4613609.44,0.0,0.0,2.0,71059195.7,194419.1957,1.6, 1112.904, 19.596, 0.601, 8.773, 1983.792, 2.156, 0.216, 0.200, 0.200, 14.30
1.0,160.0,617643.82,4613609.47,0.0,0.0,2.0,71059295.7,194419.2957,1.8, 1113.024, 19.602, 0.606, 8.778, 1983.877, 2.175, 0.228, 0.200, 0.200, 14.42
1.0,161.0,617643.8,4613609.51,0.0,0.0,2.0,71059395.7,194419.3957,1.8, 1120.129, 19.628, 0.602, 8.785, 1995.808, 2.257, 0.263, 0.216, 0.200, 12.23
1.0,162.0,617643.79,4613609.55,0.0,0.0,2.0,71059495.7,194419.4957,1.7, 1123.469, 19.637, 0.599, 8.788, 2000.000, 2.258, 0.240, 0.226, 0.200, 11.40
1.0,163.0,617643.77,4613609.59,0.0,0.0,2.0,71059595.7,194419.5957,1.7, 1123.195, 19.635, 0.599, 8.788, 2000.000, 2.215, 0.200, 0.214, 0.200, 12.81
1.0,164.0,617643.76,4613609.62,0.0,0.0,2.0,71059695.7,194419.6957,1.8, 1120.660, 19.630, 0.602, 8.788, 1995.965, 2.135, 0.200, 0.200, 0.207, 13.85
1.0,165.0,617643.74,4613609.66,0.0,0.0,2.0,71059795.7,194419.7957,1.7, 1124.464, 19.640, 0.599, 8.792, 2000.000, 2.184, 0.223, 0.219, 0.200, 12.28
1.0,166.0,617643.73,4613609.7,0.0,0.0,2.0,71059895.7,194419.8957,1.7, 1124.058, 19.638, 0.599, 8.793, 2000.000, 2.121, 0.200, 0.205, 0.200, 12.88
1.0,167.0,617643.72,4613609.73,0.0,0.0,2.0,71059995.7,194419.9957,1.8, 1124.099, 19.640, 0.601, 8.794, 2000.000, 2.128, 0.204, 0.200, 0.200, 14.46
1.0,168.0,617643.7,4613609.77,0.0,0.0,2.0,71060095.7,194420.0957,1.6, 1124.127, 19.642, 0.602, 8.796, 2000.000, 2.132, 0.206, 0.200, 0.200, 14.28
1.0,169.0,617643.69,4613609.81,0.0,0.0,2.0,71060195.7,194420.1957,1.8, 1124.330, 19.643, 0.602, 8.795, 1999.939, 2.162, 0.235, 0.206, 0.201, 14.55
1.0,170.0,617643.67,4613609.84,0.0,0.0,2.0,71060295.7,194420.2957,1.8, 1129.003, 19.659, 0.599, 8.800, 2000.000, 2.213, 0.256, 0.216, 0.200, 13.11
1.0,171.0,617643.66,4613609.88,0.0,0.0,2.0,71060395.7,194420.3957,1.6, 1132.607, 19.671, 0.597, 8.804, 2000.000, 2.229, 0.247, 0.211, 0.200, 12.76
1.0,172.0,617643.64,4613609.92,0.0,0.0,2.0,71060495.7,194420.4957,1.7, 1132.484, 19.671, 0.598, 8.805, 2000.000, 2.211, 0.226, 0.200, 0.200, 14.10
1.0,173.0,617643.63,4613609.95,0.0,0.0,2.0,71060595.7,194420.5957,1.7, 1132.540, 19.674, 0.600, 8.808, 2000.000, 2.220, 0.232, 0.200, 0.200, 14.88
1.0,174.0,617643.61,4613609.99,0.0,0.0,2.0,71060695.7,194420.6957,1.8, 1132.493, 19.675, 0.601, 8.809, 2000.000, 2.214, 0.225, 0.200, 0.200, 13.78
1.0,175.0,617643.6,4613610.03,0.0,0.0,2.0,71060795.7,194420.7957,1.7, 1132.524, 19.675, 0.601, 8.809, 1999.989, 2.218, 0.229, 0.204, 0.200, 12.49
1.0,176.0,617643.58,4613610.06,0.0,0.0,2.0,71060895.7,194420.8957,1.7, 1132.348, 19.676, 0.603, 8.811, 2000.000, 2.193, 0.204, 0.200, 0.200, 12.12
